,cik,ticker,name,date,shares,netincome,revenue,pe
2201,949870,SAM,"The Boston Beer Company, Inc.",2011-12-31,13012000.0,66059000.0,513000000.0,2.534169527585511
2202,1067428,AULGF,AngloGold Ashanti Limited,2011-12-31,,1425000000.0,6642000000.0,
2204,701288,ATRI,Atrion Corporation,2011-12-31,2019000.0,26038000.0,117704000.0,4.165139628114573
2205,1433660,JBT,John Bean Technologies Corporation,2011-12-31,28800000.0,30500000.0,955800000.0,0.4959698405867467
2206,73088,NWE,NorthWestern Corporation,2011-12-31,36258463.0,92556000.0,1117316000.0,1.1319046967627928
2207,1085869,PRFT,"PERFICIENT, INC",2011-12-31,27745000.0,10747000.0,262439000.0,0.9091903664618352
2209,912595,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",2011-12-31,36995000.0,46517000.0,385620000.0,5.499075226155339
2210,1015922,CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,2011-12-31,206917000.0,543966000.0,1246986000.0,9.18277094656478
2212,4904,AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",2011-12-31,482169282.0,1946000000.0,15116000000.0,1.2657103239551726
2214,1362705,SNMP,Evolve Transition Infrastructure LP,2011-12-31,24273491.0,19586000.0,105217000.0,5.213804859096933
2218,928658,CVLG,"COVENANT LOGISTICS GROUP, INC.",2011-12-31,14689000.0,-14267000.0,652627000.0,0.06909801313675876
2219,56047,KEX,KIRBY CORPORATION,2011-12-31,54191000.0,183026000.0,1850417000.0,1.8824931968571825
2221,1381640,MLCO,MELCO RESORTS & ENTERTAINMENT LTD,2011-12-31,1604213324.0,294656000.0,3830847000.0,4.154119518861433
2222,1304421,CNSL,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2011-12-31,,26410000.0,349003000.0,
2223,873860,OCN,OCWEN FINANCIAL CORPORATION,2011-12-31,104507055.0,78331000.0,495891000.0,41.63287705197356
2224,885550,CACC,CREDIT ACCEPTANCE CORP,2011-12-31,26302289.0,188000000.0,525200000.0,4.107103535943929
2225,1318605,TSLA,"Tesla, Inc.",2011-12-31,,-254411000.0,204242000.0,
2226,1050446,MSTR,MICROSTRATEGY Inc,2011-12-31,10719000.0,17940000.0,537168000.0,2.457016130073621
2227,1364250,DEI,"Douglas Emmett, Inc.",2011-12-31,126187000.0,1451000.0,575337000.0,3.943501290958474
2228,1101239,EQIX,"EQUINIX, INC.",2011-12-31,46956000.0,94776000.0,1565625000.0,2.9997853651875936
2231,37996,F,FORD MOTOR CO,2011-12-31,3793000000.0,20213000000.0,135605000000.0,0.2964920279260697
2232,19745,CPK,CHESAPEAKE UTILITIES CORPORATION,2011-12-31,9555799.0,27622000.0,418027000.0,0.6551471504996108
2233,40211,GATX,GATX Corporation,2011-12-31,46400000.0,110800000.0,1191400000.0,1.6625952125896397
2234,1067983,BRK-B,BERKSHIRE HATHAWAY INC,2011-12-31,1649891.0,10254000000.0,143688000000.0,0.0009043581835960374
2235,1067983,BRK-A,BERKSHIRE HATHAWAY INC,2011-12-31,1649891.0,10254000000.0,143688000000.0,1.360670922415233
2236,853816,LSTR,LANDSTAR SYSTEM INC,2011-12-31,47444000.0,113007000.0,2628374000.0,0.835206063413403
2241,799167,MRTN,MARTEN TRANSPORT LTD,2011-12-31,32969000.0,24285000.0,603679000.0,0.26884388755833893
2244,1124804,MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",2011-12-31,189254000.0,73609000.0,1444077000.0,2.5503367664832193
2246,922864,AIV,APARTMENT INVESTMENT AND MANAGEMENT CO,2011-12-31,119312000.0,-57087000.0,914355000.0,0.3788822702394622
2247,1040971,SLG,SL Green Realty Corp.,2011-12-31,83762000.0,647410000.0,1246859000.0,4.696004901267272
2250,1127703,PRA,ProAssurance Corporation,2011-12-31,61140000.0,287096000.0,716784000.0,3.3952734975368415
2251,1039684,OKE,"ONEOK, Inc.",2011-12-31,209344000.0,360594000.0,11324970000.0,0.6729236233239952
2252,1357615,KBR,"KBR, Inc.",2011-12-31,150000000.0,480000000.0,9103000000.0,0.47621662559371
2253,351834,STKL,SUNOPTA INC.,2011-12-31,65644372.0,5296000.0,1019871000.0,0.32118317047469297
2254,103379,VFC,V F CORP,2011-12-31,437148000.0,888089000.0,9459232000.0,1.508805449606817
2255,34903,FRT,Federal Realty Investment Trust,2011-12-31,62438000.0,143917000.0,551103000.0,10.018802944376215
2256,1130310,CNP,CENTERPOINT ENERGY INC,2011-12-31,425636000.0,1357000000.0,8450000000.0,1.0023853535660063
2257,1390777,BK,THE BANK OF NEW YORK MELLON CORPORATION,2011-12-31,1220804000.0,2516000000.0,14680000000.0,1.6183136731825993
2258,1141391,MA,Mastercard Incorporated,2011-12-31,1279000000.0,1906000000.0,6714000000.0,7.135083011903328
2259,1284812,CNS,"COHEN & STEERS, INC.",2011-12-31,43190000.0,54307000.0,237246000.0,4.955328099709923
2260,350894,SEIC,SEI INVESTMENTS COMPANY,2011-12-31,,204959000.0,929727000.0,
2261,320335,GL,GLOBE LIFE INC.,2011-12-31,108278113.0,497161000.0,3377401000.0,0.9102788108749755
2264,107263,WMB,"WILLIAMS COMPANIES, INC.",2011-12-31,588553000.0,376000000.0,7930000000.0,1.953035223595041
2265,1137774,PRU,PRUDENTIAL FINANCIAL INC,2011-12-31,,3632000000.0,49085000000.0,
2266,1358190,ITP,"IT TECH PACKAGING, INC.",2011-12-31,18349332.0,21648664.0,150747316.0,4.56459171717525
2267,1486957,BWXT,"BWX TECHNOLOGIES, INC.",2011-12-31,117560594.0,78319000.0,2952040000.0,0.6460637712585918
2268,773840,HON,HONEYWELL INTERNATIONAL INC,2011-12-31,780800000.0,2067000000.0,36529000000.0,1.1034731368185209
2269,1326160,DUK,DUKE ENERGY CORPORATION,2011-12-31,444000000.0,1706000000.0,14529000000.0,1.911501112344613
2270,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2011-12-31,32624000.0,42282000.0,734731000.0,0.6735881329207746
2272,1018164,WLFC,Willis Lease Finance Corp,2011-12-31,8423000.0,14508000.0,156653000.0,0.6258655939676071
2275,25232,CUZ,Cousins Properties Inc,2011-12-31,103651000.0,-128425000.0,118125000.0,14.73800710633293
2276,716634,RDI,"READING INTERNATIONAL, INC.",2011-12-31,22764666.0,9956000.0,254430000.0,0.3847347724011141
2277,1034054,SBAC,SBA COMMUNICATIONS CORPORATION,2011-12-31,,-126456000.0,698170000.0,
2278,891166,UVE,"Universal Insurance Holdings, Inc.",2011-12-31,39184000.0,20109000.0,225861000.0,0.6002658338303247
2279,716634,RDIB,"READING INTERNATIONAL, INC.",2011-12-31,22764666.0,9956000.0,254430000.0,0.4921025940337224
2281,913353,CIGI,COLLIERS INTERNATIONAL GROUP INC.,2011-12-31,30093611.0,74110000.0,1851968000.0,0.24597739289697793
2282,1136352,CEQP,CRESTWOOD EQUITY PARTNERS LP,2011-12-31,,7700000.0,205800000.0,
2284,92380,LUV,SOUTHWEST AIRLINES CO.,2011-12-31,774000000.0,178000000.0,15658000000.0,0.4142368175103634
2285,1334978,CCO,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",2011-12-31,355907000.0,42946000.0,3003874000.0,1.3400390027492899
2287,85961,R,"RYDER SYSTEM, INC.",2011-12-31,50500000.0,169777000.0,6050534000.0,0.436348252626048
2288,750004,LNW,SCIENTIFIC GAMES CORPORATION,2011-12-31,92100000.0,-12600000.0,865900000.0,0.9147246046118048
2289,1392091,BKEP,"BLUEKNIGHT ENERGY PARTNERS, L.P.",2011-12-31,,33475000.0,173193000.0,
2290,1119769,CRNT,CERAGON NETWORKS LTD,2011-12-31,35975434.0,-53654000.0,445269000.0,0.6463586551051163
2291,831001,C,Citigroup Inc.,2011-12-31,2909800000.0,11067000000.0,77331000000.0,1.0340135607712206
2292,1094831,BGCP,"BGC Partners, Inc.",2011-12-31,116132000.0,20137000.0,1464685000.0,0.32225109613639613
2293,1220754,MODV,ModivCare Inc.,2011-12-31,13242702.0,16940000.0,942980000.0,0.16444891824340813
2294,798354,FISV,FISERV INC,2011-12-31,285100000.0,472000000.0,4289000000.0,0.9581992280541614
2295,789933,NC,"NACCO INDUSTRIES, INC.",2011-12-31,8383000.0,162071000.0,790455000.0,0.0630618331779072
2296,732834,CLR,"CONTINENTAL RESOURCES, INC",2011-12-31,177590000.0,429072000.0,1649789000.0,3.799297197898033
2297,813762,IEP,ICAHN ENTERPRISES L.P.,2011-12-31,88000000.0,750000000.0,12019000000.0,0.2702093577462312
2299,1043277,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2011-12-31,164114000.0,431612000.0,10336346000.0,1.0877587196273546
2300,799233,HTLD,"HEARTLAND EXPRESS, INC.",2011-12-31,89656000.0,69932000.0,528623000.0,2.3320400360937756
2301,1113809,BBW,BUILD-A-BEAR WORKSHOP INC,2011-12-31,17371315.0,-17062000.0,394375000.0,0.35194118002921465
2304,720672,SF,STIFEL FINANCIAL CORP.,2011-12-31,52418000.0,84134000.0,1418372000.0,0.7810130628645895
2305,7789,ASB,Associated Banc-Corp,2011-12-31,173370000.0,139699000.0,885950000.0,2.0351576656296553
2310,1051512,TDS,"TELEPHONE AND DATA SYSTEMS, INC.",2011-12-31,108562000.0,200566000.0,5180471000.0,0.5203336797162974
2311,773141,MDC,"M.D.C. Holdings, Inc.",2011-12-31,46796334.0,-98390000.0,844168000.0,0.8483472677520507
2312,103730,VSH,"Vishay Intertechnology, Inc.",2011-12-31,160094000.0,238821000.0,2594029000.0,0.6103747163057595
2313,1294404,SFUNY,FANG HOLDINGS LTD,2011-12-31,76492272.0,101625000.0,343826000.0,2.71633598304231
2316,1022652,INSG,INSEEGO CORP.,2011-12-31,32043000.0,-24892000.0,402862000.0,0.25531827579256283
2324,883237,VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",2011-12-31,6211000.0,145420000.0,204652000.0,2.303191692283029
2326,897322,GILT,Gilat Satellite Networks Ltd.,2011-12-31,40929056.0,-5850000.0,245331000.0,0.6089367356889223
2327,821130,USM,UNITED STATES CELLULAR CORPORATION,2011-12-31,84877000.0,175041000.0,4343346000.0,0.8543695444962522
2328,764065,CLF,CLEVELAND-CLIFFS INC.,2011-12-31,140234000.0,1619100000.0,6563900000.0,1.4487221312987455
2330,25475,CRD-B,CRAWFORD & COMPANY,2011-12-31,,45404000.0,1211362000.0,
2331,91767,SON,SONOCO PRODUCTS COMPANY,2011-12-31,101071000.0,217517000.0,4611081000.0,0.7119341503073505
2332,1068875,BCOR,"BLUCORA, INC.",2011-12-31,37954000.0,21594000.0,228813000.0,1.5990200427006849
2333,100517,UAL,"UNITED AIRLINES HOLDINGS, INC.",2011-12-31,329000000.0,840000000.0,37110000000.0,0.15931365599821148
2334,1037540,BXP,"BOSTON PROPERTIES, INC.",2011-12-31,145693000.0,272679000.0,1751320000.0,7.934699506567744
2335,895421,MS,Morgan Stanley,2011-12-31,1654708640.0,4110000000.0,32227000000.0,0.7593986633095813
2337,895421,MS-PA,Morgan Stanley,2011-12-31,1654708640.0,4110000000.0,32227000000.0,0.77018120209762
2341,1140536,WTW,WILLIS TOWERS WATSON PLC,2011-12-31,173000000.0,204000000.0,3447000000.0,4.687811988452085
2342,91928,SJI,"SOUTH JERSEY INDUSTRIES, INC.",2011-12-31,30000000.0,89291000.0,828560000.0,1.0170657581558809
2345,1091748,ARGO,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",2011-12-31,27169132.0,-81900000.0,1258400000.0,0.41328418299116
2347,1047862,ED,"Consolidated Edison, Inc",2011-12-31,292600000.0,1062000000.0,12886000000.0,1.3492388223058667
2348,1351051,GENN,"GENESIS HEALTHCARE, INC.",2011-12-31,37145000.0,-204043000.0,851875000.0,0.1861882897039065
2349,1337298,FF,FUTUREFUEL CORP.,2011-12-31,40708552.0,34509000.0,304614000.0,1.690543334419691
2350,827052,EIX,EDISON INTERNATIONAL,2011-12-31,326000000.0,-37000000.0,10588000000.0,1.2103381609079025
2351,1333172,NM,NAVIOS MARITIME HOLDINGS INC.,2011-12-31,100926448.0,40811000.0,689355000.0,5.094966038397097
2352,816761,TDC,TERADATA CORPORATION,2011-12-31,168100000.0,353000000.0,2362000000.0,3.859467791299715
2353,72741,ES,EVERSOURCE ENERGY,2011-12-31,177410167.0,400513000.0,4465657000.0,1.3749748330766498
2357,1365916,AMRS,"AMYRIS, INC.",2011-12-31,,-178870000.0,146991000.0,
2358,66570,MSA,MSA SAFETY INC,2011-12-31,36221000.0,69852000.0,1118272000.0,1.1407811911727093
2360,5272,AIG,"AMERICAN INTERNATIONAL GROUP, INC.",2011-12-31,1799385757.0,20622000000.0,65105000000.0,0.6442466943352174
2362,914208,IVZ,Invesco Ltd.,2011-12-31,462900000.0,729700000.0,4092200000.0,2.290632178290406
2364,78814,PBI,PITNEY BOWES INC,2011-12-31,201976000.0,617480000.0,4030669000.0,0.933545451262556
2365,1031203,GPI,"Group 1 Automotive, Inc.",2011-12-31,22157000.0,82394000.0,6079765000.0,0.17897571427901565
2366,27996,DLX,DELUXE CORPORATION,2011-12-31,51036000.0,144595000.0,1417596000.0,0.8230010462430073
2367,928054,FTK,"Flotek Industries, Inc.",2011-12-31,44229000.0,31408000.0,258785000.0,1.5569920003677875
2368,1391127,EGIO,"Limelight Networks, Inc.",2011-12-31,109236000.0,-25288000.0,171292000.0,1.9641715413793674
2372,831001,C-PN,Citigroup Inc.,2011-12-31,2909800000.0,11067000000.0,77331000000.0,0.9659071552417545
2377,1297996,DLR,"DIGITAL REALTY TRUST, INC.",2011-12-31,98405375.0,156265000.0,1062710000.0,5.880006128200544
2378,1046327,RNWK,"RealNetworks, Inc.",2011-12-31,34185000.0,-27100000.0,335686000.0,0.7729370757678814
2380,933036,RCII,RENT A CENTER INC DE,2011-12-31,61188000.0,163464000.0,2882184000.0,0.7632089577496577
2381,1413159,TGH,Textainer Group Holdings Limited,2011-12-31,48859000.0,189606000.0,422796000.0,3.131720542858091
2384,73124,NTRS,NORTHERN TRUST CORPORATION,2011-12-31,241401310.0,603600000.0,3769900000.0,2.409594830935679
2388,742278,RES,"RPC, INC.",2011-12-31,217683.0,296381000.0,1809807000.0,0.0015652395184856825
2391,1283699,TMUS,"T-MOBILE US, INC.",2011-12-31,535286077.0,-4718000000.0,20618000000.0,0.4351243948509681
2392,1172052,SAFT,"SAFETY INSURANCE GROUP, INC.",2011-12-31,15165065.0,13702000.0,660158000.0,0.9611431231826401
2393,765880,PEAK,"Healthpeak Properties, Inc.",2011-12-31,398446000.0,538891000.0,1694418000.0,8.27744033604607
2394,1022321,GEL,GENESIS ENERGY LP,2011-12-31,,51249000.0,2437797000.0,
2396,1276187,ET,ENERGY TRANSFER LP,2011-12-31,,310000000.0,8190000000.0,
2398,1126328,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",2011-12-31,314500000.0,638300000.0,8670700000.0,0.8752332263901526
2400,1128928,FLO,"FLOWERS FOODS, INC",2011-12-31,203081000.0,123428000.0,2773356000.0,0.9651150598680452
2402,7332,SWN,SOUTHWESTERN ENERGY CO,2011-12-31,347205316.0,637769000.0,2951332000.0,4.476338822234627
2404,1123494,HBIO,HARVARD BIOSCIENCE INC,2011-12-31,28451386.0,3812000.0,108864000.0,0.8757833152168826
2407,708781,CASS,"CASS INFORMATION SYSTEMS, INC.",2011-12-31,11326968.0,23009000.0,106535000.0,2.8345096037620974
2408,800457,DGICB,Donegal Group Inc.,2011-12-31,,452953.0,475017619.0,
2409,800457,DGICA,Donegal Group Inc.,2011-12-31,,452953.0,475017619.0,
2412,892537,MANT,ManTech International Corporation,2011-12-31,,133306000.0,2869982000.0,
2414,34088,XOM,Exxon Mobil Corporation,2011-12-31,4870000000.0,41060000000.0,467029000000.0,0.8387976161858224
2417,874238,STRL,"STERLING CONSTRUCTION COMPANY, INC.",2011-12-31,16395739.0,-35900000.0,501156000.0,0.4158183146873385
2418,97216,TEX,TEREX CORP,2011-12-31,109500000.0,45200000.0,6158000000.0,0.27437236658277814
2419,1060349,GBL,"GAMCO INVESTORS, INC. ET AL",2011-12-31,26636000.0,69682000.0,327128000.0,2.070014554381251
2420,74260,ORI,OLD REPUBLIC INTERNATIONAL CORPORATION,2011-12-31,255045210.0,-140500000.0,4645500000.0,0.45129086089859405
2421,1109138,CAMT,CAMTEK LTD,2011-12-31,29557000.0,5378000.0,107028000.0,0.5274682233941462
2422,37785,FMC,FMC CORPORATION,2011-12-31,142056000.0,365900000.0,3036300000.0,1.7026331260522096
2423,1042776,PDM,"Piedmont Office Realty Trust, Inc.",2011-12-31,172764838.0,225041000.0,525108000.0,5.47469625081452
2424,864240,SYPR,SYPRIS SOLUTIONS INC,2011-12-31,18823000.0,7907000.0,335625000.0,0.22096870339533914
2425,833640,POWI,"Power Integrations, Inc.",2011-12-31,28609000.0,34291000.0,298739000.0,1.6830852243159908
2426,1378453,TA,TravelCenters of America Inc. /MD/,2011-12-31,,23574000.0,7888857000.0,
2427,60086,L,LOEWS CORPORATION,2011-12-31,404530000.0,1062000000.0,14129000000.0,1.1002964132955453
2429,906163,NVR,"NVR, Inc.",2011-12-31,5469159.0,129420000.0,2659149000.0,1.377702423830184
2433,944695,THG,"HANOVER INSURANCE GROUP, INC.",2011-12-31,45200000.0,36700000.0,3931600000.0,0.4147970502501963
2434,1043337,SRI,"STONERIDGE, INC.",2011-12-31,24180671.0,49357000.0,765373000.0,0.25969706545296967
2435,1510295,MPC,Marathon Petroleum Corporation,2011-12-31,356000000.0,2389000000.0,78638000000.0,0.07557948944985149
2436,8177,AAME,ATLANTIC AMERICAN CORP,2011-12-31,22142000.0,3290000.0,118332000.0,0.37236402842141236
2440,77877,PDCE,"PDC Energy, Inc.",2011-12-31,23521000.0,13437000.0,337289000.0,2.33962427489453
2441,1013857,PEGA,PEGASYSTEMS INC.,2011-12-31,37496000.0,10108000.0,416675000.0,1.2994353495315347
2442,1318885,DSX,Diana Shipping Inc.,2011-12-31,81081774.0,107497000.0,255669000.0,2.3753465171837598
2443,939767,EXEL,"EXELIXIS, INC.",2011-12-31,126018000.0,75697000.0,289636000.0,2.0057692994835525
2445,1037646,MTD,Mettler Toledo International Inc,2011-12-31,31897779.0,269493000.0,2309328000.0,2.207250412909858
2446,1362004,ICFI,"ICF International, Inc.",2011-12-31,19684000.0,34865000.0,840775000.0,0.6073003722903156
2447,75362,PCAR,PACCAR Inc,2011-12-31,363300000.0,1042300000.0,16355200000.0,0.9011862214543166
2448,1500217,AAT,"American Assets Trust, Inc.",2011-12-31,36748806.0,2917000.0,202785000.0,3.7403917124556005
2449,1176334,MMLP,MARTIN MIDSTREAM PARTNERS L.P.,2011-12-31,,22759000.0,1253939000.0,
2451,944314,LSI,"LIFE STORAGE, INC.",2011-12-31,27674000.0,30592000.0,200860000.0,3.8247050001696508
2453,745308,JOE,The St. Joe Company,2011-12-31,92235360.0,-330279000.0,145285000.0,9.12925964384141
2455,1051627,AXTI,AXT INC,2011-12-31,31872000.0,20320000.0,104121000.0,1.282581629294095
2456,1097864,ON,ON SEMICONDUCTOR CORP,2011-12-31,446700000.0,11600000.0,3442300000.0,0.9771522219798942
2457,944148,CBZ,"CBIZ, Inc.",2011-12-31,49328000.0,28007000.0,591270000.0,0.5022317368700308
2458,889331,LFUS,LITTELFUSE INC /DE,2011-12-31,21901000.0,87024000.0,664955000.0,1.539431655916718
2459,902791,BBSI,"BARRETT BUSINESS SERVICES, INC.",2011-12-31,10083000.0,14318000.0,314874000.0,0.6116265675996089
2460,1095073,RE,"Everest Re Group, Ltd.",2011-12-31,53792.0,-80486000.0,4693961000.0,0.00100537101620064
2462,1288403,WTI,W&T OFFSHORE INC,2011-12-31,,172817000.0,971047000.0,
2463,1490281,GRPN,"Groupon, Inc.",2011-12-31,362261324.0,-279427000.0,1610430000.0,78.73143408903212
2465,910073,NYCB,"NEW YORK COMMUNITY BANCORP, INC.",2011-12-31,436018938.0,480037000.0,1435746000.0,3.656404403625152
2466,1025953,NOVC,"NOVATION COMPANIES, INC.",2011-12-31,52132669.0,7763000.0,137085000.0,0.15972367725413553
2468,831547,SPPI,SPECTRUM PHARMACEUTICALS INC,2011-12-31,53272767.0,49931000.0,180663000.0,4.084000837315599
2470,1025378,WPC,W. P. Carey Inc.,2011-12-31,39819475.0,139079000.0,324122000.0,4.851479179400555
2471,1109354,BRKR,BRUKER CORP,2011-12-31,165400000.0,92300000.0,1651700000.0,1.2537434617146646
2473,1393818,BX,Blackstone Inc,2011-12-31,475582718.0,-168303000.0,3252576000.0,2.0075627749929623
2474,1158172,SCOR,"comScore, Inc.",2011-12-31,32289877.0,-15790000.0,232392000.0,2.7608518498431236
2475,96223,JEF,Jefferies Financial Group Inc.,2011-12-31,244425000.0,25231000.0,642631000.0,8.121366920578575
2476,1024725,TEN,TENNECO INC,2011-12-31,59884139.0,157000000.0,7205000000.0,0.24070015414495952
2477,1110646,NTES,"NETEASE, INC.",2011-12-31,3265550000.0,513873000.0,1187301000.0,24.803085952044352
2480,1045450,EPR-PE,EPR PROPERTIES,2011-12-31,46640000.0,115228000.0,298278000.0,4.138960191414899
2482,1045450,EPR-PC,EPR PROPERTIES,2011-12-31,46640000.0,115228000.0,298278000.0,3.0084471175378376
2483,1278680,IAU,ISHARES GOLD TRUST,2011-12-31,481399041.0,258847000.0,277476000.0,59.19551516069985
2484,95552,SUP,"SUPERIOR INDUSTRIES INTERNATIONAL, INC.",2011-12-31,27052000.0,67169000.0,822172000.0,0.5356623414262882
2487,822663,IPAR,"Inter Parfums, Inc.",2011-12-31,30514529.0,32303000.0,615200000.0,0.8501609369886372
2489,1111711,NI,NiSource Inc.,2011-12-31,280400000.0,299100000.0,5751000000.0,0.4389064276079534
2490,749098,MGA,MAGNA INTERNATIONAL INC,2011-12-31,239300000.0,1018000000.0,28748000000.0,0.14796011578942167
2495,102752,VSEC,VSE CORP,2011-12-31,5232055.0,20552000.0,580762000.0,0.11752173502084176
2497,1412095,TROO,"SGOCO Group, Ltd.",2011-12-31,16086598.0,16619000.0,313136000.0,0.380156950124347
2498,1021561,NUS,"NU SKIN ENTERPRISES, INC.",2011-12-31,62066000.0,153330000.0,1719588000.0,1.7231051531969985
2500,1057706,FBP,First BanCorp.,2011-12-31,64466000.0,-82232000.0,767596000.0,0.29394499189677903
2501,1379041,EIG,"EMPLOYERS HOLDINGS, INC.",2011-12-31,37284425.0,48623000.0,464154000.0,1.395292281312527
2502,718877,ATVI,"ACTIVISION BLIZZARD, INC.",2011-12-31,1148000000.0,1085000000.0,4755000000.0,2.998561532615236
2504,1492633,NLSN,Nielsen Holdings plc,2011-12-31,352469181.0,84000000.0,5328000000.0,1.9217772971353897
2505,1406666,CALX,"Calix, Inc",2011-12-31,,-52550000.0,344669000.0,
2506,49754,DIN,"Dine Brands Global, Inc.",2011-12-31,17846000.0,75192000.0,1075198000.0,0.7814278976309498
2509,1336917,UAA,"UNDER ARMOUR, INC.",2011-12-31,103140000.0,96919000.0,1325800000.0,0.7908787514005676
2512,943452,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIESCORP,2011-12-31,95639000.0,170149000.0,1967637000.0,1.6586803739714184
2513,19617,AMJ,JPMORGAN CHASE & CO,2011-12-31,3900400000.0,18976000000.0,97234000000.0,1.4809918429577544
2515,19617,JPM,JPMORGAN CHASE & CO,2011-12-31,3900400000.0,18976000000.0,97234000000.0,1.2423163227040732
2516,1483994,HTHT,Huazhu Group Limited,2011-12-31,241928286.0,18245000.0,379030000.0,2.254733602133403
2517,872589,REGN,"REGENERON PHARMACEUTICALS, INC.",2011-12-31,90610000.0,-221760000.0,445824000.0,12.076617755186206
2518,913341,CFFI,C & F FINANCIAL CORPORATION,2011-12-31,3135645.0,12976000.0,100836000.0,0.7074449973223849
2519,1040829,RHP,"RYMAN HOSPITALITY PROPERTIES, INC.",2011-12-31,48351000.0,10177000.0,952144000.0,1.077576697222272
2521,1513845,YNDX,YANDEX N.V.,2011-12-31,315541639.0,179300000.0,622200000.0,11.146906269328994
2522,1509646,FENG,Phoenix New Media Limited,2011-12-31,519227660.0,16283000.0,151034000.0,127.06181282514453
2523,927003,AEIS,ADVANCED ENERGY INDUSTRIES INC,2011-12-31,43465000.0,36314000.0,338343000.0,1.2820737538630975
2525,1095348,OIIM,O2MICRO INTERNATIONAL LTD,2011-12-31,1656092.0,9006000.0,124485000.0,0.059466850564630844
2526,1072627,KFS,KINGSWAY FINANCIAL SERVICES INC,2011-12-31,13086000.0,-20138000.0,228547000.0,0.15344975376436684
2529,1330568,SLV,iShares Silver Trust,2011-12-31,335012740.0,3070085000.0,3127700000.0,3.4275690379512103
2530,1311370,LAZ,LAZARD LTD,2011-12-31,118032020.0,174917000.0,1919638000.0,1.5875840759453013
2532,1095651,STAR-PG,iStar Inc.,2011-12-31,88688000.0,-22064000.0,462465000.0,2.732755992345367
2533,217346,TXT,Textron Inc.,2011-12-31,277684000.0,242000000.0,11275000000.0,0.4785277343452268
2534,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2011-12-31,14968000.0,11938000.0,396275000.0,0.49254361094950755
2535,913144,RNR,RenaissanceRe Holdings Ltd.,2011-12-31,50747000.0,-57235000.0,1095036000.0,3.4034130420315343
2538,1095651,STAR-PD,iStar Inc.,2011-12-31,88688000.0,-22064000.0,462465000.0,2.972471430270399
2539,1095651,STAR,iStar Inc.,2011-12-31,88688000.0,-22064000.0,462465000.0,1.066254256917241
2540,1164727,NEM,Newmont Corporation,2011-12-31,494000000.0,366000000.0,10441000000.0,3.2589520776926038
2543,277509,FSS,FEDERAL SIGNAL CORPORATION,2011-12-31,62200000.0,-14200000.0,688700000.0,0.33326267396415354
2545,1095651,STAR-PI,iStar Inc.,2011-12-31,88688000.0,-22064000.0,462465000.0,2.7634395391376323
2547,898174,RGA,REINSURANCE GROUP OF AMERICA INC,2011-12-31,73586000.0,546045000.0,8829538000.0,0.42920467639416693
2548,861878,SRCL,"Stericycle, Inc.",2011-12-31,85467421.0,234751000.0,1676048000.0,4.131486784693244
2550,40533,GD,GENERAL DYNAMICS CORPORATION,2011-12-31,364147000.0,2526000000.0,32677000000.0,0.7361615182228858
2551,216228,ITT,ITT INC.,2011-12-31,92800000.0,-129500000.0,2085600000.0,0.897476029478365
2552,1337619,ENV,"Envestnet, Inc.",2011-12-31,31643390.0,7605000.0,123178000.0,2.6819478991532995
2553,1360901,EVR,EVERCORE INC.,2011-12-31,26019000.0,6952000.0,543655000.0,1.325226704243767
2556,1070412,CNX,CNX Resources Corporation,2011-12-31,226680369.0,632497000.0,6117242000.0,1.2858423742666052
2557,104889,GHC,GRAHAM HOLDINGS CO,2011-12-31,7826000.0,117150000.0,3525997000.0,0.48133280029071496
2560,1552670,TAOP,TAOPING INC.,2011-12-31,26737638.0,7909398.0,114535553.0,2.577221786322017
2563,1070985,CXW,"CORECIVIC, INC.",2011-12-31,,162510000.0,1682386000.0,
2564,1057352,CSGP,"COSTAR GROUP, INC.",2011-12-31,23131000.0,14656000.0,251738000.0,0.611404196028705
2565,79282,BRO,"BROWN & BROWN, INC.",2011-12-31,138582000.0,163995000.0,1013542000.0,1.4260980820645517
2567,928876,TSEM,TOWER SEMICONDUCTOR LTD.,2011-12-31,20649.0,-18530000.0,611023000.0,0.0003497694160072017
2569,1086434,AUDC,AUDIOCODES LTD,2011-12-31,41437927.0,7164000.0,155827000.0,0.9307292349849513
2571,4977,AFL,Aflac Incorporated,2011-12-31,466519000.0,1964000000.0,22171000000.0,0.4570291082795915
2573,855658,LSCC,Lattice Semiconductor Corporation,2011-12-31,117875000.0,78232000.0,318366000.0,2.551022201686077
2574,1014473,VRSN,VERISIGN INC/CA,2011-12-31,165408000.0,142891000.0,771978000.0,7.195024913755436
