,cik,entityName,date,NetIncomeLoss,Revenues,ticker,close
4788,104918,AVISTA CORP,2013-12-31,111077000.0,1441744000.0,AVA,27.25
5811,104918,AVISTA CORP,2014-12-31,192041000.0,1472562000.0,AVA,34.45000076293945
6681,104918,AVISTA CORP,2015-12-31,123227000.0,1484776000.0,AVA,34.61000061035156
8027,104918,AVISTA CORP,2016-12-31,137228000.0,1442483000.0,AVA,40.470001220703125
12104,104918,AVISTA CORP,2017-12-31,115916000.0,1445929000.0,AVA,51.93999862670898
13855,104918,AVISTA CORP,2018-12-31,136429000.0,1396893000.0,AVA,42.47999954223633
16725,104918,AVISTA CORP,2019-12-31,196979000.0,1345622000.0,AVA,47.27999877929688
19884,104918,AVISTA CORP,2020-12-31,129488000.0,1321891000.0,AVA,37.52000045776367
23175,104918,AVISTA CORP,2021-12-31,147334000.0,1438936000.0,AVA,38.5099983215332
15366,1832332,Aveanna Healthcare Holdings Inc.,2019-12-28,-76516000.0,1384065000.0,AVAH,
20554,1832332,Aveanna Healthcare Holdings Inc.,2021-01-02,-57050000.0,1495105000.0,AVAH,
23577,1832332,Aveanna Healthcare Holdings Inc.,2022-01-01,-117044000.0,1678618000.0,AVAH,6.440000057220459
282,915912,"AVALONBAY COMMUNITIES, INC.",2009-12-31,155647000.0,851107000.0,AVB,72.23999786376953
1144,915912,"AVALONBAY COMMUNITIES, INC.",2010-12-31,175331000.0,895266000.0,AVB,110.33000183105467
2776,915912,"AVALONBAY COMMUNITIES, INC.",2011-12-31,440450000.0,900087000.0,AVB,124.8499984741211
3645,915912,"AVALONBAY COMMUNITIES, INC.",2012-12-31,423869000.0,1000627000.0,AVB,131.7899932861328
4329,915912,"AVALONBAY COMMUNITIES, INC.",2013-12-31,353141000.0,1462921000.0,AVB,118.55999755859376
5382,915912,"AVALONBAY COMMUNITIES, INC.",2014-12-31,683567000.0,1685061000.0,AVB,160.7899932861328
7582,915912,"AVALONBAY COMMUNITIES, INC.",2015-12-31,742038000.0,1856028000.0,AVB,181.7899932861328
8204,915912,"AVALONBAY COMMUNITIES, INC.",2016-12-31,1034002000.0,2045255000.0,AVB,164.49000549316406
11624,915912,"AVALONBAY COMMUNITIES, INC.",2017-12-31,876921000.0,2158628000.0,AVB,181.3300018310547
13519,915912,"AVALONBAY COMMUNITIES, INC.",2018-12-31,974525000.0,2284535000.0,AVB,190.57000732421875
8825,5981,AMERICAN VANGUARD CORP,2016-12-31,12788000.0,312113000.0,AVD,18.200000762939453
10314,5981,AMERICAN VANGUARD CORP,2017-12-31,20274000.0,355047000.0,AVD,19.899999618530277
14528,5981,AMERICAN VANGUARD CORP,2018-12-31,24195000.0,454272000.0,AVD,16.719999313354492
17205,5981,AMERICAN VANGUARD CORPORATION,2019-12-31,13601000.0,468186000.0,AVD,16.100000381469727
19577,5981,AMERICAN VANGUARD CORPORATION,2020-12-31,15242000.0,458704000.0,AVD,15.15999984741211
22264,5981,AMERICAN VANGUARD CORPORATION,2021-12-31,18587000.0,556872000.0,AVD,14.3100004196167
8090,1012477,AVADEL PHARMACEUTICALS PLC,2016-12-31,-41276000.0,150246000.0,AVDL,10.619999885559082
11910,1012477,AVADEL PHARMACEUTICALS PLC,2017-12-31,68271000.0,173245000.0,AVDL,9.050000190734863
13544,1012477,AVADEL PHARMACEUTICALS PLC,2018-12-31,-95304000.0,103269000.0,AVDL,3.059999942779541
16965,1858257,"AvidXchange Holdings, Inc.",2019-12-31,-93546000.0,149584000.0,AVDX,
18563,1858257,"AvidXchange Holdings, Inc.",2020-12-31,-101246000.0,185928000.0,AVDX,
21906,1858257,"AvidXchange Holdings, Inc.",2021-12-31,-199649000.0,248409000.0,AVDX,21.36000061035156
2593,1325879,"AVEO Pharmaceuticals, Inc.",2011-12-31,30648000.0,164849000.0,AVEO,169.0
7870,1730168,Broadcom Inc.,2016-10-30,-1739000000.0,13240000000.0,AVGO,176.4199981689453
10137,1730168,Broadcom Inc.,2017-10-29,1692000000.0,17636000000.0,AVGO,252.07000732421875
12677,1730168,Broadcom Inc.,2018-11-04,12259000000.0,20848000000.0,AVGO,246.72999572753903
7871,1730168,Broadcom Inc.,2016-10-30,-1739000000.0,13240000000.0,AVGOP,
10139,1730168,Broadcom Inc.,2017-10-29,1692000000.0,17636000000.0,AVGOP,
12676,1730168,Broadcom Inc.,2018-11-04,12259000000.0,20848000000.0,AVGOP,
11617,896841,"Avid Technology, Inc.",2017-12-31,-13555000.0,419003000.0,AVID,6.730000019073486
12891,896841,"Avid Technology, Inc.",2018-12-31,-10674000.0,413282000.0,AVID,6.440000057220459
16947,896841,"Avid Technology, Inc.",2019-12-31,7601000.0,411788000.0,AVID,7.869999885559082
18367,896841,"Avid Technology, Inc.",2020-12-31,11062000.0,360466000.0,AVID,12.149999618530272
22408,896841,"Avid Technology, Inc.",2021-12-31,41388000.0,409944000.0,AVID,32.060001373291016
21559,1593899,"ATEA PHARMACEUTICALS, INC.",2021-12-31,121190000.0,351367000.0,AVIR,8.09000015258789
8401,1348036,"AVALARA, INC.",2016-12-31,-57888000.0,167426000.0,AVLR,
11339,1348036,"AVALARA, INC.",2017-12-31,-64126000.0,213159000.0,AVLR,
13356,1348036,"AVALARA, INC.",2018-12-31,-75550000.0,272098000.0,AVLR,31.989999771118164
15531,1348036,"AVALARA, INC.",2019-12-31,-51951000.0,382421000.0,AVLR,78.02999877929688
20313,1348036,"AVALARA, INC.",2020-12-31,-55320000.0,500569000.0,AVLR,171.75
22745,1348036,"AVALARA, INC.",2021-12-31,-135618000.0,698977000.0,AVLR,139.67999267578125
8020,1606498,"AVANOS MEDICAL, INC.",2016-12-31,39800000.0,566200000.0,AVNS,37.150001525878906
12181,1606498,"AVANOS MEDICAL, INC.",2017-12-31,79300000.0,611600000.0,AVNS,48.540000915527344
13878,1606498,"AVANOS MEDICAL, INC.",2018-12-31,57500000.0,652300000.0,AVNS,47.709999084472656
15551,1606498,"Avanos Medical, Inc.",2019-12-31,-45900000.0,697600000.0,AVNS,34.65999984741211
18794,1606498,"Avanos Medical, Inc.",2020-12-31,-27200000.0,714800000.0,AVNS,42.38999938964844
22809,1606498,"Avanos Medical, Inc.",2021-12-31,5200000.0,744600000.0,AVNS,30.170000076293945
257,1122976,AVIENT CORPORATION,2009-12-31,106700000.0,2060700000.0,AVNT,7.179999828338623
1591,1122976,AVIENT CORPORATION,2010-12-31,162600000.0,2506200000.0,AVNT,12.460000038146973
2614,1122976,AVIENT CORPORATION,2011-12-31,172600000.0,2709400000.0,AVNT,10.760000228881836
3495,1122976,AVIENT CORPORATION,2012-12-31,71900000.0,2860800000.0,AVNT,20.13999938964844
5029,1122976,AVIENT CORPORATION,2013-12-31,243800000.0,3771200000.0,AVNT,32.459999084472656
5866,1122976,AVIENT CORPORATION,2014-12-31,79200000.0,3835500000.0,AVNT,37.29999923706055
7980,1122976,AVIENT CORPORATION,2016-12-31,165200000.0,2349400000.0,AVNT,32.970001220703125
10472,1122976,AVIENT CORPORATION,2017-12-31,-57700000.0,2590300000.0,AVNT,46.209999084472656
13618,1122976,AVIENT CORPORATION,2018-12-31,159800000.0,2881000000.0,AVNT,33.619998931884766
16287,1122976,Avient Corp,2019-12-31,588600000.0,2862700000.0,AVNT,31.530000686645508
20133,1122976,Avient Corp,2020-12-31,131600000.0,3242100000.0,AVNT,36.54999923706055
22213,1122976,Avient Corp,2021-12-31,230800000.0,4818800000.0,AVNT,55.0099983215332
7743,1377789,"AVIAT NETWORKS, INC.",2016-07-01,-29907000.0,268690000.0,AVNW,3.4200000762939453
12412,1377789,"AVIAT NETWORKS, INC.",2018-06-29,1845000.0,242506000.0,AVNW,8.135000228881836
15043,1377789,"AVIAT NETWORKS, INC.",2019-06-28,9738000.0,243858000.0,AVNW,6.809999942779541
18007,1377789,"AVIAT NETWORKS, INC.",2020-07-03,257000.0,238642000.0,AVNW,7.619999885559082
20938,1377789,"AVIAT NETWORKS, INC.",2021-07-02,110139000.0,274911000.0,AVNW,36.959999084472656
15304,1802974,"MISSION PRODUCE, INC.",2019-10-31,71700000.0,883300000.0,AVO,
18201,1802974,"MISSION PRODUCE, INC.",2020-10-31,28800000.0,862300000.0,AVO,13.1899995803833
21143,1802974,"MISSION PRODUCE, INC.",2021-10-31,44900000.0,891700000.0,AVO,18.3799991607666
17420,1777921,"AvePoint, Inc.",2019-12-31,-20174000.0,116099000.0,AVPT,10.25
19087,1777921,"AvePoint, Inc.",2020-12-31,-16996000.0,151533000.0,AVPT,15.3100004196167
21865,1777921,"AvePoint, Inc.",2021-12-31,-35219000.0,191909000.0,AVPT,6.909999847412109
17403,1777921,"AvePoint, Inc.",2019-12-31,-20174000.0,116099000.0,AVPTW,
19090,1777921,"AvePoint, Inc.",2020-12-31,-16996000.0,151533000.0,AVPTW,
21853,1777921,"AvePoint, Inc.",2021-12-31,-35219000.0,191909000.0,AVPTW,
9973,8858,"AVNET, INC.",2017-07-01,525278000.0,17439963000.0,AVT,36.68000030517578
15051,8858,"AVNET, INC.",2019-06-29,176337000.0,19518592000.0,AVT,48.61000061035156
17926,8858,"Avnet, Inc.",2020-06-27,-31081000.0,17634333000.0,AVT,30.020000457763672
20940,8858,"Avnet, Inc.",2021-07-03,193114000.0,19534679000.0,AVT,44.060001373291016
23967,8858,"Avnet, Inc.",2022-07-02,692379000.0,24310708000.0,AVT,48.45000076293945
12093,1722482,"Avantor, Inc.",2017-12-31,-112700000.0,1247400000.0,AVTR,
13445,1722482,"Avantor, Inc.",2018-12-31,-86900000.0,5864300000.0,AVTR,
16008,1722482,"Avantor, Inc.",2019-12-31,37800000.0,6040300000.0,AVTR,17.1299991607666
18829,1722482,"Avantor, Inc.",2020-12-31,116600000.0,6393600000.0,AVTR,27.280000686645508
22528,1722482,"Avantor, Inc.",2021-12-31,572600000.0,7386100000.0,AVTR,39.47999954223633
8823,8818,AVERY DENNISON CORPORATION,2016-12-31,320700000.0,6086500000.0,AVY,72.05999755859375
10235,8818,AVERY DENNISON CORPORATION,2017-12-30,281800000.0,6613800000.0,AVY,114.12000274658205
12755,8818,AVERY DENNISON CORPORATION,2018-12-29,467400000.0,7159000000.0,AVY,90.72000122070312
15373,8818,AVERY DENNISON CORPORATION,2019-12-28,303600000.0,7070100000.0,AVY,130.3699951171875
20539,8818,AVERY DENNISON CORPORATION,2021-01-02,555900000.0,6971500000.0,AVY,149.33999633789062
23571,8818,AVERY DENNISON CORPORATION,2022-01-01,740100000.0,8408300000.0,AVY,205.07000732421875
15215,1418100,AVAYA HOLDINGS CORP.,2019-09-30,-671000000.0,2887000000.0,AVYA,14.119999885559082
18111,1418100,AVAYA HOLDINGS CORP.,2020-09-30,-680000000.0,2873000000.0,AVYA,15.520000457763672
21063,1418100,AVAYA HOLDINGS CORP.,2021-09-30,-13000000.0,2973000000.0,AVYA,20.170000076293945
15225,1418100,AVAYA HOLDINGS CORP.,2019-09-30,-671000000.0,2887000000.0,AVYAW,
18115,1418100,AVAYA HOLDINGS CORP.,2020-09-30,-680000000.0,2873000000.0,AVYAW,
21065,1418100,AVAYA HOLDINGS CORP.,2021-09-30,-13000000.0,2973000000.0,AVYAW,
8820,7431,"ARMSTRONG WORLD INDUSTRIES, INC.",2016-12-31,104700000.0,837300000.0,AWI,41.70000076293945
10629,7431,"ARMSTRONG WORLD INDUSTRIES, INC.",2017-12-31,119600000.0,893600000.0,AWI,59.95000076293945
14488,7431,"ARMSTRONG WORLD INDUSTRIES, INC.",2018-12-31,185900000.0,975300000.0,AWI,66.98999786376953
17220,7431,"ARMSTRONG WORLD INDUSTRIES, INC.",2019-12-31,214500000.0,1038100000.0,AWI,96.0199966430664
19602,7431,"ARMSTRONG WORLD INDUSTRIES, INC.",2020-12-31,-99100000.0,936900000.0,AWI,77.05999755859375
22282,7431,"ARMSTRONG WORLD INDUSTRIES, INC.",2021-12-31,183200000.0,1106600000.0,AWI,105.97000122070312
316,1410636,"American Water Works Company, Inc.",2009-12-31,-233083000.0,2290446000.0,AWK,22.239999771118164
1262,1410636,"American Water Works Company, Inc.",2010-12-31,267827000.0,2555035000.0,AWK,24.51000022888184
2742,1410636,"American Water Works Company, Inc.",2011-12-31,309613000.0,2666236000.0,AWK,31.06999969482422
3582,1410636,"American Water Works Company, Inc.",2012-12-31,358070000.0,2853926000.0,AWK,38.16999816894531
4314,1410636,"American Water Works Company, Inc.",2013-12-31,369000000.0,2878936000.0,AWK,42.34999847412109
5468,1410636,"American Water Works Company, Inc.",2014-12-31,423000000.0,3011328000.0,AWK,53.04999923706055
13382,1410636,"American Water Works Company, Inc.",2018-12-31,567000000.0,3417000000.0,AWK,95.41000366210938
16549,1410636,"AMERICAN WATER WORKS COMPANY, INC.",2019-12-31,621000000.0,3587000000.0,AWK,121.02999877929688
19945,1410636,"AMERICAN WATER WORKS COMPANY, INC.",2020-12-31,709000000.0,3743000000.0,AWK,153.3800048828125
21497,1410636,"AMERICAN WATER WORKS COMPANY, INC.",2021-12-31,1263000000.0,3914000000.0,AWK,168.57000732421875
11212,1056903,AMERICAN STATES WATER CO,2017-12-31,69367000.0,440603000.0,AWR,57.68999862670898
13135,1056903,AMERICAN STATES WATER CO,2018-12-31,63871000.0,436816000.0,AWR,67.08000183105469
17503,1056903,AMERICAN STATES WATER CO,2019-12-31,84342000.0,473869000.0,AWR,85.29000091552734
18969,1056903,AMERICAN STATES WATER CO,2020-12-31,86425000.0,488243000.0,AWR,73.81999969482422
23399,1056903,AMERICAN STATES WATER CO,2021-12-31,94347000.0,498853000.0,AWR,94.18000030517578
5539,867665,ABRAXAS PETROLEUM CORPORATION,2014-12-31,63269000.0,133776000.0,AXAS,66.5999984741211
12932,867665,ABRAXAS PETROLEUM CORPORATION,2018-12-31,57821000.0,149167000.0,AXAS,32.599998474121094
17528,867665,ABRAXAS PETROLEUM CORPORATION,2019-12-31,-65004000.0,129146000.0,AXAS,5.199999809265137
16624,805928,"AXOGEN, INC.",2019-12-31,-29135000.0,106712000.0,AXGN,17.329999923706055
18385,805928,"AXOGEN, INC.",2020-12-31,-23786000.0,112300000.0,AXGN,14.289999961853027
21988,805928,"AXOGEN, INC.",2021-12-31,-26985000.0,127358000.0,AXGN,9.56999969482422
9366,1062231,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",2016-12-31,240700000.0,3948000000.0,AXL,15.65999984741211
10328,1062231,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",2017-12-31,337100000.0,6266000000.0,AXL,17.950000762939453
14790,1062231,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",2018-12-31,-57500000.0,7270400000.0,AXL,12.449999809265137
15891,1062231,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",2019-12-31,-484500000.0,6530900000.0,AXL,9.859999656677246
20412,1062231,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",2020-12-31,-561300000.0,4710800000.0,AXL,7.960000038146973
22901,1062231,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",2021-12-31,5900000.0,5156600000.0,AXL,8.859999656677246
18612,1603756,"Axonics, Inc.",2020-12-31,-54915000.0,111535000.0,AXNX,43.88999938964844
21717,1603756,"Axonics, Inc.",2021-12-31,-80067000.0,180290000.0,AXNX,54.40999984741211
9388,1069183,"Axon Enterprise, Inc.",2016-12-31,17297000.0,268245000.0,AXON,27.229999542236328
10393,1069183,"Axon Enterprise, Inc.",2017-12-31,5207000.0,343798000.0,AXON,24.8799991607666
14710,1069183,"Axon Enterprise, Inc.",2018-12-31,29205000.0,420068000.0,AXON,43.470001220703125
15893,1069183,"Axon Enterprise, Inc.",2019-12-31,882000.0,530860000.0,AXON,73.80000305175781
20422,1069183,"Axon Enterprise, Inc.",2020-12-31,-1724000.0,681003000.0,AXON,125.69000244140624
22889,1069183,"Axon Enterprise, Inc.",2021-12-31,-60018000.0,863381000.0,AXON,168.7899932861328
87,4962,AMERICAN EXPRESS CO,2009-12-31,2130000000.0,24523000000.0,AXP,40.52000045776367
1132,4962,AMERICAN EXPRESS CO,2010-12-31,4057000000.0,27819000000.0,AXP,43.220001220703125
10592,4962,AMERICAN EXPRESS CO,2017-12-31,2748000000.0,24780000000.0,AXP,97.70999908447266
13626,4962,AMERICAN EXPRESS CO,2018-12-31,6921000000.0,26607000000.0,AXP,112.2699966430664
16476,4962,American Express Co,2019-12-31,6759000000.0,28159000000.0,AXP,120.12000274658205
19736,4962,American Express Co,2020-12-31,3135000000.0,21974000000.0,AXP,118.58999633789062
21471,4962,American Express Co,2021-12-31,8060000000.0,27716000000.0,AXP,152.3000030517578
828,6207,AMREP Corp.,2010-04-30,-9480000.0,120498000.0,AXR,13.399999618530272
497,1214816,AXIS CAPITAL HOLDINGS LIMITED,2009-12-31,497886000.0,2814977000.0,AXS,28.40999984741211
1582,1214816,AXIS CAPITAL HOLDINGS LIMITED,2010-12-31,856723000.0,3551473000.0,AXS,35.34000015258789
1989,1214816,AXIS CAPITAL HOLDINGS LIMITED,2011-12-31,46305000.0,3801226000.0,AXS,31.93000030517578
3677,1214816,AXIS CAPITAL HOLDINGS LIMITED,2012-12-31,547241000.0,3926565000.0,AXS,
5039,1214816,AXIS CAPITAL HOLDINGS LIMITED,2013-12-31,727465000.0,4196365000.0,AXS,49.130001068115234
5915,1214816,AXIS CAPITAL HOLDINGS LIMITED,2014-12-31,810745000.0,4346523000.0,AXS,50.04999923706055
6615,1214816,AXIS CAPITAL HOLDINGS LIMITED,2015-12-31,641631000.0,4130309000.0,AXS,56.0
8897,1214816,AXIS CAPITAL HOLDINGS LIMITED,2016-12-31,513368000.0,4005657000.0,AXS,61.0099983215332
11456,1214816,AXIS CAPITAL HOLDINGS LIMITED,2017-12-31,-368969000.0,4591595000.0,AXS,52.38999938964844
13728,1214816,AXIS CAPITAL HOLDINGS LIMITED,2018-12-31,43021000.0,5090406000.0,AXS,55.34999847412109
17108,1214816,AXIS CAPITAL HOLDINGS LTD,2019-12-31,323473000.0,5173427000.0,AXS,59.18000030517578
20391,1214816,AXIS CAPITAL HOLDINGS LTD,2020-12-31,-120424000.0,4841954000.0,AXS,50.11000061035156
22039,1214816,AXIS CAPITAL HOLDINGS LTD,2021-12-31,618609000.0,5321725000.0,AXS,49.68000030517578
505,1214816,AXIS CAPITAL HOLDINGS LIMITED,2009-12-31,497886000.0,2814977000.0,AXS-PE,
1581,1214816,AXIS CAPITAL HOLDINGS LIMITED,2010-12-31,856723000.0,3551473000.0,AXS-PE,
1988,1214816,AXIS CAPITAL HOLDINGS LIMITED,2011-12-31,46305000.0,3801226000.0,AXS-PE,
3676,1214816,AXIS CAPITAL HOLDINGS LIMITED,2012-12-31,547241000.0,3926565000.0,AXS-PE,
5040,1214816,AXIS CAPITAL HOLDINGS LIMITED,2013-12-31,727465000.0,4196365000.0,AXS-PE,
5914,1214816,AXIS CAPITAL HOLDINGS LIMITED,2014-12-31,810745000.0,4346523000.0,AXS-PE,
7039,1214816,AXIS CAPITAL HOLDINGS LIMITED,2015-12-31,641631000.0,4130309000.0,AXS-PE,
8887,1214816,AXIS CAPITAL HOLDINGS LIMITED,2016-12-31,513368000.0,4005657000.0,AXS-PE,23.100000381469727
11438,1214816,AXIS CAPITAL HOLDINGS LIMITED,2017-12-31,-368969000.0,4591595000.0,AXS-PE,25.5
13972,1214816,AXIS CAPITAL HOLDINGS LIMITED,2018-12-31,43021000.0,5090406000.0,AXS-PE,22.09000015258789
17073,1214816,AXIS CAPITAL HOLDINGS LTD,2019-12-31,323473000.0,5173427000.0,AXS-PE,25.309999465942383
20405,1214816,AXIS CAPITAL HOLDINGS LTD,2020-12-31,-120424000.0,4841954000.0,AXS-PE,25.71999931335449
22057,1214816,AXIS CAPITAL HOLDINGS LTD,2021-12-31,618609000.0,5321725000.0,AXS-PE,25.209999084472656
6262,1616862,AXALTA COATING SYSTEMS LTD.,2014-12-31,27400000.0,4391500000.0,AXTA,23.799999237060547
7553,1616862,AXALTA COATING SYSTEMS LTD.,2015-12-31,91600000.0,4110000000.0,AXTA,29.020000457763672
8541,1616862,AXALTA COATING SYSTEMS LTD.,2016-12-31,38800000.0,4092700000.0,AXTA,26.420000076293945
11719,1616862,AXALTA COATING SYSTEMS LTD.,2017-12-31,36700000.0,4377000000.0,AXTA,31.65999984741211
13148,1616862,AXALTA COATING SYSTEMS LTD.,2018-12-31,207100000.0,4696000000.0,AXTA,25.030000686645508
16979,1616862,AXALTA COATING SYSTEMS LTD.,2019-12-31,249000000.0,4482200000.0,AXTA,28.46999931335449
19273,1616862,AXALTA COATING SYSTEMS LTD.,2020-12-31,121600000.0,3737600000.0,AXTA,28.61000061035156
22432,1616862,AXALTA COATING SYSTEMS LTD.,2021-12-31,263900000.0,4416200000.0,AXTA,30.31999969482422
2455,1051627,AXT INC,2011-12-31,20320000.0,104121000.0,AXTI,4.190000057220459
14581,1051627,AXT INC,2018-12-31,9654000.0,102397000.0,AXTI,5.510000228881836
23130,1051627,AXT INC,2021-12-31,14575000.0,137393000.0,AXTI,8.220000267028809
7787,1144215,"ACUITY BRANDS, INC",2016-08-31,290800000.0,3291300000.0,AYI,262.42999267578125
10008,1144215,"ACUITY BRANDS, INC",2017-08-31,321700000.0,3505100000.0,AYI,202.6499938964844
12520,1144215,"ACUITY BRANDS, INC",2018-08-31,349600000.0,3680100000.0,AYI,115.87000274658205
15174,1144215,"ACUITY BRANDS, INC",2019-08-31,330400000.0,3672700000.0,AYI,134.22000122070312
18050,1144215,"ACUITY BRANDS, INC",2020-08-31,248300000.0,3326300000.0,AYI,99.0999984741211
20989,1144215,"ACUITY BRANDS, INC",2021-08-31,306300000.0,3461000000.0,AYI,175.3800048828125
10531,1689923,"ALTERYX, INC.",2017-12-31,-17499000.0,131607000.0,AYX,24.959999084472656
13586,1689923,"ALTERYX, INC.",2018-12-31,28020000.0,253570000.0,AYX,60.18000030517578
16324,1689923,"Alteryx, Inc.",2019-12-31,27143000.0,417910000.0,AYX,113.52999877929688
18646,1689923,"Alteryx, Inc.",2020-12-31,-24374000.0,495308000.0,AYX,119.83999633789062
23104,1689923,"Alteryx, Inc.",2021-12-31,-179681000.0,536135000.0,AYX,66.47000122070312
12633,1782754,AZEK Co Inc.,2018-09-30,6745000.0,681805000.0,AZEK,
15276,1782754,AZEK Co Inc.,2019-09-30,-20196000.0,794203000.0,AZEK,
18134,1782754,AZEK Co Inc.,2020-09-30,-122233000.0,899259000.0,AZEK,39.47999954223633
21022,1782754,AZEK Co Inc.,2021-09-30,93150000.0,1178974000.0,AZEK,42.4900016784668
7770,866787,AUTOZONE INC,2016-08-27,1241007000.0,10635676000.0,AZO,813.969970703125
10003,866787,AUTOZONE INC,2017-08-26,1280869000.0,10888676000.0,AZO,570.4600219726562
12509,866787,AUTOZONE INC,2018-08-25,1337536000.0,11221077000.0,AZO,670.9299926757812
15169,866787,AUTOZONE INC,2019-08-31,1617221000.0,11863743000.0,AZO,1123.0400390625
18033,866787,AUTOZONE INC,2020-08-29,1732972000.0,12631967000.0,AZO,1207.4200439453125
20969,866787,AUTOZONE INC,2021-08-28,2170314000.0,14629585000.0,AZO,1623.5699462890625
18142,1897982,"Aspen Technology, Inc",2020-09-30,-20317000.0,130495000.0,AZPN,127.02999877929688
21087,1897982,"Aspen Technology, Inc",2021-09-30,-20608000.0,300640000.0,AZPN,129.5
12332,1633438,Azure Power Global Limited,2018-03-31,-12606000.0,118271000.0,AZRE,16.700000762939453
14989,1633438,Azure Power Global Limited,2019-03-31,1133000.0,143525000.0,AZRE,11.0
17815,1633438,Azure Power Global Limited,2020-03-31,-30000000.0,171900000.0,AZRE,16.0
10108,933974,"Azenta, Inc.",2017-09-30,62612000.0,527499000.0,AZTA,24.559999465942383
12588,933974,"Azenta, Inc.",2018-09-30,116575000.0,631560000.0,AZTA,39.40999984741211
15252,933974,"Azenta, Inc.",2019-09-30,437416000.0,334179000.0,AZTA,33.33000183105469
18127,933974,"Azenta, Inc.",2020-09-30,64853000.0,388537000.0,AZTA,51.630001068115234
21010,933974,"Azenta, Inc.",2021-09-30,110747000.0,513703000.0,AZTA,84.95999908447266
12281,8947,AZZ Inc.,2018-02-28,45169000.0,810430000.0,AZZ,51.09999847412109
14924,8947,AZZ Inc.,2019-02-28,51208000.0,927087000.0,AZZ,40.36000061035156
17791,8947,AZZ Inc.,2020-02-29,48234000.0,1061817000.0,AZZ,45.95000076293945
20714,8947,AZZ Inc.,2021-02-28,39614000.0,838917000.0,AZZ,47.43999862670898
23743,8947,AZZ Inc.,2022-02-28,84022000.0,902664000.0,AZZ,47.58000183105469
273,12927,BOEING CO,2009-12-31,1312000000.0,68281000000.0,BA,52.40999984741211
1588,12927,BOEING CO,2010-12-31,3307000000.0,64306000000.0,BA,63.77000045776367
2701,12927,BOEING CO,2011-12-31,4018000000.0,68735000000.0,BA,68.69000244140625
3567,12927,BOEING CO,2012-12-31,3900000000.0,81698000000.0,BA,74.27999877929688
5015,12927,BOEING CO,2013-12-31,4585000000.0,86623000000.0,BA,134.25
5794,12927,BOEING CO,2014-12-31,5446000000.0,90762000000.0,BA,134.36000061035156
6762,12927,BOEING CO,2015-12-31,5176000000.0,96114000000.0,BA,145.4499969482422
9337,12927,BOEING CO,2016-12-31,5034000000.0,93496000000.0,BA,150.55999755859375
10726,12927,BOEING CO,2017-12-31,8458000000.0,94005000000.0,BA,276.79998779296875
14486,12927,BOEING CO,2018-12-31,10460000000.0,101127000000.0,BA,346.760009765625
16332,12927,BOEING CO,2019-12-31,-636000000.0,76559000000.0,BA,366.1799926757813
20099,12927,BOEING CO,2020-12-31,-11873000000.0,58158000000.0,BA,210.7100067138672
23060,12927,BOEING CO,2021-12-31,-4202000000.0,62286000000.0,BA,197.8500061035156
6382,1577552,Alibaba Group Holding Limited,2015-03-31,3914000000.0,12293000000.0,BABA,85.12000274658203
7659,1577552,Alibaba Group Holding Limited,2016-03-31,11083000000.0,15686000000.0,BABA,68.80999755859375
9844,1577552,Alibaba Group Holding Limited,2017-03-31,6345000000.0,22994000000.0,BABA,102.9000015258789
12310,1577552,Alibaba Group Holding Limited,2018-03-31,10218000000.0,39898000000.0,BABA,204.2899932861328
14981,1577552,Alibaba Group Holding Limited,2019-03-31,13095000000.0,56152000000.0,BABA,183.02999877929688
17855,1577552,Alibaba Group Holding Limited,2020-03-31,21104000000.0,71985000000.0,BABA,208.0
20744,1577552,Alibaba Group Holding Limited,2021-03-31,22983000000.0,109480000000.0,BABA,237.75999450683597
23821,1577552,Alibaba Group Holding Limited,2022-03-31,9820000000.0,134567000000.0,BABA,105.19000244140624
6377,1577552,Alibaba Group Holding Limited,2015-03-31,3914000000.0,12293000000.0,BABAF,
7651,1577552,Alibaba Group Holding Limited,2016-03-31,11083000000.0,15686000000.0,BABAF,
9834,1577552,Alibaba Group Holding Limited,2017-03-31,6345000000.0,22994000000.0,BABAF,
12316,1577552,Alibaba Group Holding Limited,2018-03-31,10218000000.0,39898000000.0,BABAF,
14985,1577552,Alibaba Group Holding Limited,2019-03-31,13095000000.0,56152000000.0,BABAF,
17857,1577552,Alibaba Group Holding Limited,2020-03-31,21104000000.0,71985000000.0,BABAF,25.75
20765,1577552,Alibaba Group Holding Limited,2021-03-31,22983000000.0,109480000000.0,BABAF,30.0
23819,1577552,Alibaba Group Holding Limited,2022-03-31,9820000000.0,134567000000.0,BABAF,13.144000053405762
278,70858,Bank of America Corporation,2009-12-31,6276000000.0,119643000000.0,BAC,15.850000381469728
1517,70858,Bank of America Corporation,2010-12-31,-2238000000.0,110220000000.0,BAC,10.949999809265137
2799,70858,Bank of America Corporation,2011-12-31,1446000000.0,93454000000.0,BAC,5.440000057220459
3197,70858,Bank of America Corporation,2012-12-31,4188000000.0,83334000000.0,BAC,9.859999656677246
