,cik,ticker,name,date,shares,netincome,revenue,pe,close,revenue growth for previous 2 years,income growth for previous 2 years,price growth for previous 2 years,price growth for next 2 years,revtimesincome,revplusincome,revtimesrev,inctimesinc,pricetimesrev,priceplusrev,priceplusrevplusinc,inctimestimesrev
1416,858877,CSCO,"CISCO SYSTEMS, INC.",2014-07-26,5234000000.0,7853000000.0,47142000000.0,2.7590026302789985,24.850000381469727,0.012,-0.011,0.203,0.122,-0.00013199999999999998,0.0010000000000000009,0.000144,-0.00012099999999999999,0.0024360000000000002,0.21500000000000002,0.20400000000000001,-1.7423999999999998e-08
1417,858877,CSCO,"CISCO SYSTEMS, INC.",2015-07-25,5104000000.0,8981000000.0,49161000000.0,2.850955743926048,27.459999084472656,0.006,-0.051,0.062,0.247,-0.000306,-0.045,3.6e-05,-0.0026009999999999996,0.000372,0.068,0.017000000000000008,-9.363599999999999e-08
1418,858877,CSCO,"CISCO SYSTEMS, INC.",2016-07-30,5053000000.0,10739000000.0,49247000000.0,2.980681993722804,29.049999237060547,0.022,0.17,0.081,0.372,0.00374,0.192,0.00048399999999999995,0.028900000000000006,0.001782,0.10300000000000001,0.273,1.3987600000000001e-05
1419,858877,CSCO,"CISCO SYSTEMS, INC.",2017-07-29,5010000000.0,9609000000.0,48005000000.0,3.2665971498317536,31.299999237060547,-0.012,0.035,0.067,0.236,-0.00042000000000000007,0.023000000000000003,-0.000144,0.0012250000000000002,0.000804,0.05500000000000001,0.09000000000000001,1.7640000000000002e-07
1420,858877,CSCO,"CISCO SYSTEMS, INC.",2019-07-27,4419000000.0,11621000000.0,51904000000.0,4.659599799189703,54.72999954223633,0.04,0.078,0.322,-0.092,0.00312,0.118,0.0016,0.006084,0.01288,0.362,0.44,9.734400000000001e-06
1421,1057352,CSGP,"COSTAR GROUP, INC.",2011-12-31,23131000.0,14656000.0,251738000.0,0.611404196028705,6.65399980545044,0.096,-0.114,0.294,0.599,-0.010944,-0.018000000000000002,0.009216,-0.012996,0.028224,0.39,0.276,-0.00011977113600000001
1422,1057352,CSGP,"COSTAR GROUP, INC.",2012-12-31,26533000.0,9915000.0,349936000.0,0.6585936701530499,8.685999870300293,0.244,-0.136,0.283,0.552,-0.033184,0.10799999999999998,0.059536,-0.018496000000000002,0.06905199999999999,0.5269999999999999,0.3909999999999999,-0.001101177856
1423,1057352,CSGP,"COSTAR GROUP, INC.",2013-12-31,27670000.0,29734000.0,440943000.0,1.1686909537050931,18.624000549316406,0.323,0.425,0.673,0.013,0.137275,0.748,0.104329,0.18062499999999998,0.21737900000000002,0.996,1.421,0.018844425624999998
1424,1057352,CSGP,"COSTAR GROUP, INC.",2014-12-31,30215000.0,44869000.0,575936000.0,0.893225222726652,17.025999069213867,0.283,1.127,0.4,0.338,0.318941,1.41,0.08008899999999998,1.270129,0.1132,0.683,1.81,0.10172336148099997
1425,1057352,CSGP,"COSTAR GROUP, INC.",2015-12-31,32167000.0,-3465000.0,711764000.0,0.9456256584041728,20.92399978637696,0.271,0.229,0.06,0.328,0.06205900000000001,0.5,0.073441,0.052441,0.01626,0.331,0.56,0.0038513194810000004
1426,1057352,CSGP,"COSTAR GROUP, INC.",2016-12-31,32167000.0,85071000.0,837630000.0,0.7339082159943149,19.11100006103516,0.206,0.001,0.059,0.791,0.000206,0.207,0.042435999999999995,1e-06,0.012153999999999998,0.265,0.266,4.243599999999999e-08
1427,1057352,CSGP,"COSTAR GROUP, INC.",2017-12-31,33200000.0,122695000.0,965230000.0,1.048973189175574,30.496999740600582,0.164,0.201,0.207,0.728,0.032964,0.365,0.026896000000000003,0.040401000000000006,0.033948,0.371,0.5720000000000001,0.0010866252960000003
1428,1057352,CSGP,"COSTAR GROUP, INC.",2018-12-31,36058000.0,238334000.0,1191832000.0,1.1175622338459812,36.93899917602539,0.193,0.673,0.39,0.451,0.129889,0.8660000000000001,0.037249000000000004,0.4529290000000001,0.07527,0.583,1.256,0.016871152321000005
1429,1057352,CSGP,"CoStar Group, Inc.",2019-12-31,363096000.0,314963000.0,1399719000.0,15.897977523446746,61.2859992980957,0.204,0.602,0.417,0.127,0.12280799999999999,0.8059999999999999,0.04161599999999999,0.36240399999999995,0.08506799999999999,0.621,1.2229999999999999,0.015081804863999996
1430,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2011-12-31,32624000.0,42282000.0,734731000.0,0.6735881329207746,15.170000076293944,0.211,-0.012,-0.109,0.287,-0.002532,0.19899999999999998,0.044521,-0.000144,-0.022999,0.102,0.09,-6.411024e-06
1431,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2012-12-31,32159000.0,48879000.0,756866000.0,0.7894583949423847,18.57999992370605,0.174,0.476,-0.006,0.387,0.082824,0.6499999999999999,0.030275999999999997,0.22657599999999997,-0.001044,0.16799999999999998,0.6439999999999999,0.006859814975999998
1432,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2013-12-31,32117000.0,45268000.0,747468000.0,1.240478277268939,28.8700008392334,0.009,0.035,0.38,0.241,0.000315,0.044000000000000004,8.099999999999999e-05,0.0012250000000000002,0.00342,0.389,0.42400000000000004,9.9225e-08
1433,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2014-12-31,32449000.0,35711000.0,751286000.0,1.0849648565689824,25.1200008392334,-0.004,-0.145,0.163,0.351,0.00058,-0.149,-1.6e-05,-0.021025,0.000652,0.159,0.014000000000000012,-3.3639999999999997e-07
1434,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2015-12-31,31051000.0,62567000.0,752520000.0,1.4743159195582578,35.72999954223633,0.003,0.176,0.112,-0.01,0.0005279999999999999,0.179,9e-06,0.030975999999999997,0.00033600000000000004,0.115,0.291,2.7878399999999996e-07
1435,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2016-12-31,30968000.0,62882000.0,760958000.0,1.810975112949729,44.5,0.006,0.327,0.331,0.133,0.001962,0.333,3.6e-05,0.10692900000000001,0.0019860000000000004,0.337,0.664,3.849444e-06
1436,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2017-12-31,32415000.0,61364000.0,789582000.0,1.883939008507608,45.88999938964844,0.024,-0.01,0.133,-0.027,-0.00024,0.014,0.000576,-0.0001,0.0031920000000000004,0.157,0.147,-5.7600000000000006e-08
1437,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2018-12-31,32488000.0,66130000.0,875059000.0,1.3020312345629828,35.06999969482422,0.072,0.026,-0.112,0.226,0.0018719999999999997,0.09799999999999999,0.005183999999999999,0.000676,-0.008064,-0.04000000000000001,-0.014000000000000009,3.5043839999999994e-06
1438,1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",2019-12-31,32051000.0,82770000.0,996810000.0,1.8388626177352247,57.18999862670898,0.123,0.162,0.116,-0.04,0.019926,0.28500000000000003,0.015129,0.026244,0.014268000000000001,0.239,0.401,0.000397045476
1439,1180145,CSII,"CARDIOVASCULAR SYSTEMS, INC.",2019-06-30,33535759.0,-255000.0,248017000.0,4.805561334758925,35.540000915527344,0.1,0.001,0.088,-0.274,0.0001,0.101,0.010000000000000002,1e-06,0.0088,0.188,0.189,1.0000000000000002e-08
1440,790051,CSL,CARLISLE COMPANIES INCORPORATED,2018-12-31,60400000.0,611100000.0,4105700000.0,1.4209600747274749,96.58999633789062,0.095,0.563,-0.04,0.527,0.053485,0.6579999999999999,0.009025,0.31696899999999995,-0.0038,0.055,0.618,0.0028606452249999993
1441,790051,CSL,CARLISLE COMPANIES INCORPORATED,2019-12-31,56900000.0,472800000.0,4484600000.0,1.979053150090749,155.97999572753906,0.093,0.138,0.165,0.202,0.012834000000000002,0.231,0.008649,0.019044000000000002,0.015345000000000001,0.258,0.396,0.00016471155600000003
1442,798359,CSR,CENTERSPACE,2018-04-30,11998000.0,116788000.0,169745000.0,3.668421563565909,51.900001525878906,0.08,0.273,-0.155,0.403,0.021840000000000002,0.35300000000000004,0.0064,0.07452900000000001,-0.0124,-0.075,0.198,0.0004769856000000001
1443,798359,CSR,CENTERSPACE,2019-12-31,11744000.0,78669000.0,185755000.0,4.8884071837421095,77.31999969482422,0.077,0.347,0.09,0.15,0.026718999999999996,0.424,0.005929,0.12040899999999999,0.0069299999999999995,0.16699999999999998,0.514,0.000713904961
1444,1504379,CSTE,CAESARSTONE LTD.,2016-12-31,34706000.0,74596000.0,538543000.0,1.7528836629174953,27.200000762939453,0.229,0.085,-0.256,-0.241,0.019465000000000003,0.314,0.052441,0.007225000000000001,-0.058624,-0.026999999999999996,0.05800000000000001,0.00037888622500000007
1445,1504379,CSTE,CAESARSTONE LTD.,2017-12-31,34334000.0,26202000.0,588147000.0,1.4535763795490215,24.89999961853028,0.147,-0.422,-0.366,-0.307,-0.06203399999999999,-0.275,0.021608999999999996,-0.178084,-0.053801999999999996,-0.219,-0.641,-0.003848217155999999
1446,1504379,CSTE,CAESARSTONE LTD.,2018-12-31,34358000.0,24405000.0,575871000.0,0.9337207237271248,15.649999618530272,0.034,-0.428,-0.241,-0.155,-0.014552,-0.394,0.0011560000000000001,-0.18318399999999999,-0.008194,-0.207,-0.635,-0.000211760704
1447,1504379,CSTE,CAESARSTONE LTD.,2019-12-31,34384000.0,12862000.0,545974000.0,0.986225415044339,15.65999984741211,-0.037,-0.3,-0.207,-0.155,0.011099999999999999,-0.33699999999999997,-0.0013689999999999998,-0.09,-0.007658999999999999,-0.244,-0.544,-0.00012320999999999998
1448,1016281,CSV,CARRIAGE SERVICES INC,2018-12-31,17971000.0,11645000.0,267992000.0,1.1426679022244766,17.040000915527344,0.039,-0.229,-0.208,0.742,-0.008931,-0.19,0.001521,-0.052441,-0.008112,-0.16899999999999998,-0.398,-7.976276100000001e-05
1449,1016281,CSV,"CARRIAGE SERVICES, INC.",2019-12-31,17877000.0,14533000.0,274107000.0,1.568518266081973,24.049999237060547,0.03,-0.375,-0.031,0.467,-0.01125,-0.345,0.0009,-0.140625,-0.0009299999999999999,-0.0010000000000000009,-0.376,-0.0001265625
1450,1624794,CSWI,"CSW INDUSTRIALS, INC.",2019-03-31,15414000.0,45574000.0,350155000.0,2.499484231794725,56.77999877929688,0.104,0.001,0.237,0.456,0.000104,0.105,0.010816,1e-06,0.024647999999999996,0.34099999999999997,0.34199999999999997,1.0815999999999999e-08
1451,1624794,CSWI,"CSW INDUSTRIALS, INC.",2020-03-31,15039000.0,45717000.0,385871000.0,2.5660588769965536,65.83999633789062,0.087,0.002,0.172,0.352,0.000174,0.089,0.007568999999999999,4e-06,0.014963999999999998,0.259,0.261,3.0276e-08
1452,277948,CSX,CSX CORPORATION,2016-12-30,947000000.0,1714000000.0,11069000000.0,0.8700867352290509,10.170000076293944,0.106,0.225,0.388,0.531,0.02385,0.331,0.011236,0.050625,0.041128,0.494,0.719,0.0005688225
1453,277948,CSX,CSX CORPORATION,2017-12-31,911000000.0,5471000000.0,11408000000.0,1.483995048060156,18.58333206176757,0.036,0.871,0.658,0.271,0.031355999999999995,0.907,0.0012959999999999998,0.758641,0.023688,0.6940000000000001,1.565,0.000983198736
1454,277948,CSX,CSX CORPORATION,2018-12-31,857000000.0,3309000000.0,12250000000.0,1.6937117726851485,24.209999084472656,0.052,0.39,0.543,0.197,0.02028,0.442,0.002704,0.1521,0.028236,0.5950000000000001,0.9850000000000001,0.00041127840000000003
1455,277948,CSX,CSX CORPORATION,2019-12-31,2389000000.0,3331000000.0,11937000000.0,4.7725296034888425,23.84666633605957,0.023,-0.219,0.133,0.206,-0.005037,-0.196,0.000529,-0.047961,0.003059,0.156,-0.063,-2.5371368999999998e-05
1456,723254,CTAS,Cintas Corp,2012-05-31,129891000.0,297637000.0,4102000000.0,1.2403291643497014,39.16999816894531,0.075,0.175,0.199,0.429,0.013125,0.25,0.005625,0.030624999999999996,0.014925,0.274,0.449,0.00017226562499999997
1457,723254,CTAS,Cintas Corp,2013-05-31,123956000.0,315442000.0,4245964000.0,1.3099276365981218,44.869998931884766,0.056,0.13,0.203,0.415,0.00728,0.186,0.0031360000000000003,0.016900000000000002,0.011368000000000001,0.259,0.389,5.299840000000001e-05
1458,723254,CTAS,Cintas Corp,2014-05-31,120377000.0,374442000.0,4193844000.0,1.6914831945909636,58.93000030517578,0.011,0.122,0.227,0.442,0.0013419999999999999,0.133,0.00012099999999999999,0.014884,0.002497,0.23800000000000002,0.36,1.8009639999999998e-06
1459,723254,CTAS,Cintas Corp,2015-05-31,115900000.0,430618000.0,4369677000.0,2.120569700300793,79.94999694824219,0.015,0.168,0.335,0.46,0.00252,0.183,0.000225,0.028224000000000003,0.005025,0.35000000000000003,0.518,6.3504e-06
1460,723254,CTAS,Cintas Corp,2016-05-31,108221000.0,693520000.0,4795772000.0,2.0259681335756343,89.77999877929688,0.07,0.361,0.234,0.555,0.02527,0.431,0.004900000000000001,0.130321,0.016380000000000002,0.30400000000000005,0.665,0.0006385729000000001
1461,723254,CTAS,Cintas Corp,2017-05-31,104964000.0,480708000.0,5323381000.0,2.4148076585406684,122.47000122070312,0.104,0.057,0.238,0.346,0.005928,0.161,0.010816,0.003249,0.024751999999999996,0.34199999999999997,0.39899999999999997,3.5141184e-05
1462,723254,CTAS,Cintas Corp,2018-05-31,106593000.0,842586000.0,6476632000.0,2.802812978303541,170.3000030517578,0.162,0.102,0.377,0.424,0.016524,0.264,0.026244,0.010403999999999998,0.061074,0.539,0.641,0.00027304257599999995
1463,723254,CTAS,Cintas Corp,2019-05-31,106080000.0,884981000.0,6892303000.0,3.3420195158648576,217.13999938964844,0.138,0.357,0.332,0.353,0.049266000000000004,0.495,0.019044000000000002,0.12744899999999998,0.04581600000000001,0.47000000000000003,0.827,0.0024271387559999997
1464,723254,CTAS,Cintas Corp,2020-05-31,103816000.0,876037000.0,7085120000.0,3.250404152659768,221.8300018310547,0.046,0.02,0.142,0.338,0.00092,0.066,0.002116,0.0004,0.006532,0.188,0.208,8.464e-07
1465,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2013-12-31,15365000.0,15679000.0,419036000.0,0.6981491186129059,19.040000915527344,0.028,0.146,0.209,-0.533,0.004088,0.174,0.0007840000000000001,0.021315999999999998,0.0058519999999999996,0.237,0.383,1.6711744e-05
1466,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2014-12-31,15120000.0,10350000.0,393268000.0,0.3583266255727448,9.31999969482422,-0.037,-0.2,-0.285,-0.254,0.0074,-0.23700000000000002,-0.0013689999999999998,-0.04000000000000001,-0.010544999999999999,-0.32199999999999995,-0.522,-5.4760000000000004e-05
1467,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2015-12-31,15479000.0,6510000.0,369478000.0,0.2819482358766652,6.730000019073486,-0.061,-0.356,-0.406,-0.187,0.021716,-0.417,-0.003721,-0.126736,-0.024766,-0.467,-0.823,-0.0004715846559999999
1468,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2016-12-31,15593000.0,-34638000.0,324893000.0,0.1996561256188869,4.159999847412109,-0.091,-0.207,-0.332,0.211,0.018837,-0.298,-0.008281,-0.042849,-0.030212,-0.42300000000000004,-0.63,-0.00035483256899999997
1469,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2017-12-31,15055000.0,806000.0,301210000.0,0.2594052350899837,5.190000057220459,-0.097,0.001,-0.122,0.152,-9.7e-05,-0.096,-0.009409,1e-06,-0.011834,-0.219,-0.218,9.409e-09
1470,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2018-12-31,13805000.0,-2817000.0,358769000.0,0.1712306452533669,4.449999809265137,0.051,0.001,0.034,0.333,5.1e-05,0.052,0.0026009999999999996,1e-06,0.001734,0.08499999999999999,0.086,2.6009999999999996e-09
1471,23111,CTG,"COMPUTER TASK GROUP, INCORPORATED",2019-12-31,13450000.0,4125000.0,394170000.0,0.2081462280673517,6.099999904632568,0.144,0.001,0.084,0.138,0.000144,0.145,0.020735999999999997,1e-06,0.012095999999999999,0.22799999999999998,0.22899999999999998,2.0735999999999998e-08
1472,1596783,CTLT,"Catalent, Inc.",2019-06-30,144000000.0,137000000.0,2518000000.0,2.563177107249677,44.81999969482422,0.101,0.117,0.123,0.421,0.011817000000000001,0.21800000000000003,0.010201000000000002,0.013689000000000002,0.012423,0.224,0.341,0.00013964148900000005
1473,1596783,CTLT,"CATALENT, INC.",2020-06-30,150000000.0,221000000.0,3094000000.0,3.35245644113828,69.1500015258789,0.121,0.626,0.297,0.144,0.075746,0.747,0.014641,0.391876,0.035937,0.418,1.044,0.005737456516
1474,1590717,CTRE,"CareTrust REIT, Inc.",2018-12-31,79386000.0,57923000.0,156941000.0,10.126784946827325,20.020000457763672,0.224,0.404,0.19,0.005,0.09049600000000001,0.628,0.050176000000000005,0.16321600000000003,0.04256,0.41400000000000003,0.8180000000000001,0.008189526016000002
1475,1590717,CTRE,"CareTrust REIT, Inc.",2019-12-31,93088000.0,46359000.0,163401000.0,11.895137495348507,20.8799991607666,0.108,0.338,0.071,-0.016,0.036504,0.446,0.011663999999999999,0.11424400000000001,0.0076679999999999995,0.179,0.517,0.001332542016
1476,26058,CTS,CTS CORPORATION,2018-12-31,33024000.0,46532000.0,470483000.0,2.036261134958317,29.01000022888184,0.089,0.163,0.146,0.096,0.014506999999999999,0.252,0.007921,0.026569000000000002,0.012993999999999999,0.235,0.398,0.000210453049
1477,26058,CTS,CTS CORPORATION,2019-12-31,32700000.0,36146000.0,468999000.0,1.9090146728608544,27.3799991607666,0.053,0.582,0.003,0.128,0.030846,0.635,0.002809,0.33872399999999997,0.000159,0.056,0.638,0.0009514757159999999
1478,1058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,2018-12-31,582000000.0,2101000000.0,16125000000.0,2.57090616767351,71.2300033569336,0.093,0.163,0.137,0.046,0.015159,0.256,0.008649,0.026569000000000002,0.012741,0.23,0.393,0.00022979528100000002
1479,1058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,2019-12-31,559000000.0,1842000000.0,16783000000.0,2.1353447143649245,64.11000061035156,0.065,0.107,-0.058,0.103,0.006955,0.172,0.0042250000000000005,0.011448999999999999,-0.0037700000000000003,0.006999999999999999,0.11399999999999999,4.8372025e-05
1480,877890,CTXS,CITRIX SYSTEMS INC,2018-12-31,136030000.0,575667000.0,2973903000.0,4.98442258071371,108.97000122070312,0.042,0.001,0.256,-0.141,4.2000000000000004e-05,0.043000000000000003,0.0017640000000000002,1e-06,0.010752000000000001,0.298,0.299,1.7640000000000001e-09
1481,877890,CTXS,"CITRIX SYSTEMS, INC.",2019-12-31,130853000.0,681813000.0,3010564000.0,4.90324291745157,112.80999755859376,0.032,0.089,0.135,-0.156,0.002848,0.121,0.001024,0.007921,0.00432,0.167,0.256,8.111103999999999e-06
1482,1711291,CURO,CURO GROUP HOLDINGS CORP.,2019-12-31,44685000.0,111488000.0,673246000.0,0.9033292951738632,13.609999656677246,0.049,0.001,-0.017,0.104,4.9000000000000005e-05,0.05,0.0024010000000000004,1e-06,-0.0008330000000000001,0.032,0.033,2.4010000000000003e-09
1483,25232,CUZ,Cousins Properties Inc,2013-12-31,144255000.0,121761000.0,210741000.0,20.6948096369968,30.232885360717773,0.335,0.633,0.342,0.023,0.21205500000000002,0.968,0.11222500000000002,0.400689,0.11457000000000002,0.677,1.31,0.04496732302500001
1484,25232,CUZ,Cousins Properties Inc,2014-12-31,204216000.0,52004000.0,177561000.0,39.73870593813837,34.5518684387207,0.139,0.066,0.221,-0.043,0.009174000000000002,0.20500000000000002,0.019321000000000005,0.0043560000000000005,0.030719000000000003,0.36,0.426,8.416227600000003e-05
1485,278166,CVCO,CAVCO INDUSTRIES INC.,2013-03-30,6956706.0,4963000.0,452300000.0,0.6938249213045243,45.11000061035156,0.623,0.325,0.051,0.341,0.20247500000000002,0.948,0.388129,0.10562500000000001,0.031772999999999996,0.674,0.9990000000000001,0.040996125625000004
1486,278166,CVCO,CAVCO INDUSTRIES INC.,2014-03-29,8262688.0,16238000.0,533339000.0,1.215376802341995,78.44999694824219,0.097,0.033,0.313,0.233,0.0032010000000000003,0.13,0.009409,0.0010890000000000001,0.030361000000000003,0.41000000000000003,0.44300000000000006,1.0246401000000002e-05
1487,278166,CVCO,CAVCO INDUSTRIES INC.,2015-03-28,8854359.0,23817000.0,566659000.0,1.1197270287167964,71.66000366210938,0.119,1.191,0.26,0.462,0.141729,1.31,0.014160999999999998,1.418481,0.03094,0.379,1.57,0.020087109441
1488,278166,CVCO,CAVCO INDUSTRIES INC.,2016-04-02,8889731.0,28541000.0,712352000.0,1.0125791292986317,81.13999938964844,0.155,0.326,0.017,0.306,0.05053,0.481,0.024025,0.10627600000000001,0.002635,0.172,0.498,0.0025532809000000005
1489,278166,CVCO,CAVCO INDUSTRIES INC.,2017-04-01,8976064.0,37955000.0,773797000.0,1.383302897271507,119.25,0.168,0.262,0.29,0.3,0.044016000000000007,0.43000000000000005,0.028224000000000003,0.06864400000000001,0.04872,0.45799999999999996,0.72,0.0019374082560000006
1490,278166,CVCO,CAVCO INDUSTRIES INC.,2018-03-31,9024437.0,61502000.0,871235000.0,1.5863601341420028,153.14999389648438,0.106,0.468,0.374,0.174,0.049608,0.5740000000000001,0.011236,0.21902400000000002,0.039644,0.48,0.948,0.002460953664
1491,278166,CVCO,CAVCO INDUSTRIES INC.,2019-03-30,9080878.0,68622000.0,962746000.0,1.305708748755812,138.42999267578125,0.115,0.345,0.077,0.404,0.039675,0.45999999999999996,0.013225,0.11902499999999998,0.008855,0.192,0.5369999999999999,0.0015741056249999998
1492,278166,CVCO,CAVCO INDUSTRIES INC.,2020-03-28,9129639.0,75066000.0,1061774000.0,1.73448473048368,201.72000122070312,0.104,0.105,0.148,0.163,0.01092,0.209,0.010816,0.011024999999999998,0.015391999999999998,0.252,0.357,0.00011924639999999998
1493,1590584,CVEO,Civeo Corp,2018-12-31,13103000.0,-82243000.0,466692000.0,0.5693880524995416,20.280000686645508,0.084,0.05,-0.057,0.025,0.004200000000000001,0.134,0.007056000000000001,0.0025000000000000005,-0.004788000000000001,0.027000000000000003,0.07700000000000001,1.7640000000000004e-05
1494,1590584,CVEO,Civeo Corp,2019-12-31,13921000.0,-58491000.0,527555000.0,0.2868878285465984,10.871999740600586,0.175,0.255,-0.341,0.399,0.044625,0.43,0.030624999999999996,0.065025,-0.059675,-0.16600000000000004,0.08899999999999997,0.0019913906249999997
1495,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2011-12-31,27848000.0,18605000.0,832022000.0,0.3748670043441345,11.199999809265137,0.347,0.694,0.367,-0.235,0.24081799999999998,1.041,0.12040899999999999,0.48163599999999995,0.127349,0.714,1.408,0.05799330912399999
1496,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2012-12-31,28230000.0,50077000.0,857916000.0,0.2635716159406448,8.010000228881836,0.198,1.779,-0.248,-0.348,0.352242,1.9769999999999999,0.039204,3.1648409999999996,-0.049104,-0.04999999999999999,1.7289999999999999,0.12407442656399999
1497,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2013-12-31,28584000.0,-12445000.0,747718000.0,0.2909174900381905,7.610000133514404,-0.052,0.642,-0.176,-0.179,-0.033384,0.59,-0.002704,0.41216400000000003,-0.009151999999999999,-0.22799999999999998,0.41400000000000003,0.001114491456
1498,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2014-12-31,28926000.0,7630000.0,839743000.0,0.2256229650228661,6.550000190734863,-0.01,0.001,-0.096,0.304,-1e-05,-0.009000000000000001,-0.0001,1e-06,-0.00096,-0.106,-0.105,1e-10
1499,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2015-12-31,29209000.0,7060000.0,825341000.0,0.1203267531669786,3.400000095367432,0.051,-0.038,-0.332,0.295,-0.0019379999999999998,0.012999999999999998,0.0026009999999999996,-0.001444,-0.016932,-0.281,-0.319,-3.755843999999999e-06
1500,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2016-12-31,29530000.0,6785000.0,662112000.0,0.2287964927073369,5.130000114440918,-0.112,-0.057,-0.115,0.18,0.006384000000000001,-0.169,-0.012544000000000001,-0.003249,-0.01288,-0.227,-0.28400000000000003,-4.0755456000000006e-05
1501,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2017-12-31,29942000.0,-2269000.0,755231000.0,0.4416581023286516,11.140000343322754,-0.043,-0.019,0.81,-0.201,0.0008169999999999999,-0.062,-0.0018489999999999997,-0.000361,0.03483,0.767,0.748,-6.674889999999999e-07
1502,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2018-12-31,30277000.0,41489000.0,897737000.0,0.1922376979283694,5.699999809265137,0.165,0.001,0.055,0.214,0.000165,0.166,0.027225000000000003,1e-06,0.009075,0.22,0.221,2.7225e-08
1503,1290900,CVGI,"COMMERCIAL VEHICLE GROUP, INC.",2019-12-31,30602000.0,15778000.0,901238000.0,0.2424423691790539,7.139999866485596,0.093,-0.383,-0.199,0.084,-0.035619,-0.29000000000000004,0.008649,-0.146689,-0.018507,-0.10600000000000001,-0.489,-0.001268713161
1504,1133470,CVGW,"CALAVO GROWERS, INC",2019-10-31,17519000.0,36646000.0,1195777000.0,1.3944560109003388,95.18000030517578,0.054,-0.009,0.191,-0.366,-0.00048599999999999994,0.045,0.0029159999999999998,-8.099999999999999e-05,0.010314,0.245,0.236,-2.3619599999999995e-07
1505,928658,CVLG,"COVENANT LOGISTICS GROUP, INC.",2012-12-31,14742000.0,6065000.0,674254000.0,0.1121631635660864,5.130000114440918,0.018,0.001,-0.223,1.023,1.8e-05,0.019,0.00032399999999999996,1e-06,-0.004013999999999999,-0.20500000000000002,-0.20400000000000001,3.2399999999999997e-10
1506,928658,CVLG,"COVENANT LOGISTICS GROUP, INC.",2013-12-31,14837000.0,5244000.0,684549000.0,0.1781613061474145,8.220000267028809,0.024,-0.069,0.636,0.588,-0.0016560000000000001,-0.045000000000000005,0.000576,-0.0047610000000000005,0.015264,0.66,0.591,-2.742336e-06
1507,1169561,CVLT,COMMVAULT SYSTEMS INC,2012-03-31,44089000.0,31940000.0,406639000.0,5.095878654039578,47.0,0.225,0.317,0.465,0.013,0.071325,0.542,0.050625,0.10048900000000001,0.10462500000000001,0.6900000000000001,1.0070000000000001,0.005087255625000001
1508,1169561,CVLT,COMMVAULT SYSTEMS INC,2013-03-31,45463000.0,53209000.0,495850000.0,6.780253526788211,73.94999694824219,0.255,0.592,0.423,-0.288,0.15095999999999998,0.847,0.065025,0.35046399999999994,0.107865,0.6779999999999999,1.27,0.022788921599999998
1509,1169561,CVLT,COMMVAULT SYSTEMS INC,2014-03-31,46976000.0,64064000.0,586340000.0,5.518482025747113,68.87999725341797,0.2,0.416,0.21,-0.156,0.0832,0.616,0.04000000000000001,0.173056,0.042,0.41000000000000003,0.8260000000000001,0.0069222400000000005
1510,1169561,CVLT,COMMVAULT SYSTEMS INC,2015-03-31,45464000.0,25650000.0,607543000.0,3.6121678643516058,48.27000045776367,0.107,-0.306,-0.192,0.051,-0.032742,-0.199,0.011448999999999999,-0.093636,-0.020544,-0.085,-0.391,-0.001072038564
1511,1169561,CVLT,COMMVAULT SYSTEMS INC,2017-03-31,44700000.0,-508000.0,645005000.0,3.399252666098102,49.04999923706055,0.03,-0.741,0.008,-0.078,-0.02223,-0.711,0.0009,-0.549081,0.00024,0.038,-0.703,-0.0004941729000000001
1512,1169561,CVLT,COMMVAULT SYSTEMS INC,2020-03-31,45793000.0,-5645000.0,670885000.0,2.846341973568177,41.70000076293945,-0.02,0.001,-0.116,0.228,-2e-05,-0.019,-0.0004,1e-06,-0.00232,-0.136,-0.135,4e-10
